route_no,hour_of_day,day_type,occupancy_pct,avg_wait_time_min,traffic_score,event_impact_score,active_buses_on_route,route_demand_index,temp_celsius,buses_to_add
5C,19,0,1.124,13.7,3.67,0.0,13,0.85,23.6,5
11D,8,0,0.798,19.6,4.42,0.0,14,0.7,39.1,0
101,7,0,1.419,16.7,4.04,0.0,10,0.85,34.4,4
27D,14,0,0.893,5.5,1.09,0.43,14,0.75,24.1,2
45A,8,0,1.214,17.7,4.63,0.0,14,0.91,31.3,5
102,8,1,0.551,17.2,4.38,0.34,11,0.65,35.1,0
9A,19,0,1.202,14.6,4.31,0.0,16,0.93,40.4,5
15G,13,0,1.052,13.7,2.18,0.0,9,0.72,26.9,1
29C,7,0,1.435,18.3,4.35,0.0,10,0.88,40.4,4
M70,11,0,0.269,7.6,1.48,0.0,8,0.6,32.3,0
32B,5,1,0.388,4.4,1.19,0.0,12,0.68,41.2,0
19C,7,0,1.027,15.3,3.8,0.0,9,0.78,33.0,2
23C,0,0,0.2,6.6,1.32,0.0,11,0.92,23.3,0
32B,14,0,0.539,12.7,1.36,0.0,8,0.68,31.2,0
104,9,0,1.227,18.3,4.54,0.0,11,0.8,35.7,4
M70,20,1,0.803,18.4,3.84,0.1,8,0.6,38.1,0
29B,4,0,0.322,4.4,1.13,0.0,14,0.7,31.3,0
5C,18,0,1.231,15.2,4.32,0.0,13,0.85,25.3,4
29C,3,1,0.273,4.6,1.1,0.18,12,0.88,26.0,0
9A,4,1,0.2,6.4,1.69,0.0,11,0.93,24.2,0
27D,23,0,0.553,8.1,1.87,0.0,10,0.75,40.7,0
70,8,0,1.078,20.1,5.0,0.0,10,0.86,39.3,4
102,5,1,0.2,15.1,2.44,0.0,8,0.65,37.7,0
47A,11,0,0.71,10.6,2.36,0.0,13,0.95,33.0,0
9A,20,0,1.034,14.8,3.41,0.0,16,0.93,26.7,5
32B,3,0,0.383,11.5,1.47,0.56,8,0.68,39.1,0
M70,14,1,0.399,8.0,1.27,0.0,9,0.6,29.3,0
11D,17,1,0.894,11.9,3.06,0.15,15,0.7,34.8,2
45A,23,0,0.364,7.1,2.23,0.0,13,0.91,24.3,0
29C,22,0,0.63,7.1,1.85,0.0,10,0.88,34.3,0
5C,19,0,1.182,19.4,4.49,0.0,12,0.85,22.7,4
101,15,0,0.768,7.6,1.77,0.0,10,0.85,28.5,0
29C,2,1,0.337,4.6,1.42,0.0,12,0.88,34.3,0
47A,18,0,1.406,18.1,4.98,0.0,11,0.95,31.0,5
19C,11,1,0.563,10.1,1.38,0.0,10,0.78,40.0,0
21C,21,1,0.934,8.2,1.01,0.0,11,0.9,23.7,2
23C,21,0,1.298,4.3,1.23,0.0,14,0.92,24.6,4
29B,14,0,0.684,4.2,1.0,0.0,15,0.7,28.5,0
9A,2,1,0.2,2.0,1.28,0.0,16,0.93,27.0,0
23C,1,0,0.481,6.2,1.43,0.2,12,0.92,23.9,0
23C,5,1,0.2,5.3,1.26,0.0,13,0.92,35.0,0
19C,7,0,1.254,18.3,3.78,0.0,9,0.78,37.9,5
21C,19,1,0.647,17.1,4.56,0.0,16,0.9,33.2,0
32B,14,0,0.728,7.7,1.1,0.0,9,0.68,22.8,0
9A,9,0,1.131,14.1,3.86,0.0,15,0.93,40.7,4
70,3,0,0.2,4.9,1.2,0.0,12,0.86,24.1,0
23C,0,0,0.2,8.1,2.01,0.0,15,0.92,28.6,0
11D,11,0,0.59,8.5,1.5,0.0,9,0.7,29.4,0
70,8,1,1.001,19.5,4.84,0.0,12,0.86,32.9,3
12E,5,1,0.218,9.7,1.24,0.26,11,0.88,32.8,0
11D,14,0,0.521,4.4,1.27,0.0,12,0.7,29.6,0
47A,15,0,0.807,9.8,2.69,0.53,14,0.95,39.0,0
21G,4,0,0.273,4.4,1.0,0.0,15,0.92,34.2,0
45A,20,1,0.916,16.0,4.17,0.0,12,0.91,33.4,0
5C,6,1,0.483,6.5,1.31,0.33,13,0.85,35.5,0
32B,0,0,0.222,11.0,1.91,0.22,13,0.68,36.1,0
12E,10,0,1.283,14.0,3.05,0.0,16,0.88,37.4,5
29C,3,1,0.2,6.7,1.42,0.0,13,0.88,36.7,0
M70,7,0,0.977,16.5,3.37,0.0,9,0.6,34.5,0
27D,0,1,0.2,9.2,2.15,0.0,12,0.75,24.6,0
15G,9,0,1.375,20.8,5.0,0.61,12,0.72,27.3,5
102,20,0,0.884,14.6,3.55,0.0,9,0.65,36.2,0
15G,14,0,0.526,5.9,1.14,0.1,12,0.72,33.4,0
21C,20,0,1.192,14.1,4.07,0.0,13,0.9,28.8,4
70,19,1,0.937,17.3,4.09,0.0,10,0.86,35.6,1
29B,19,0,0.916,18.4,4.7,0.0,13,0.7,35.0,0
11D,13,0,0.654,8.8,2.13,0.0,15,0.7,24.2,0
11D,1,0,0.2,7.4,1.12,0.0,9,0.7,41.3,0
101,18,0,1.035,15.9,4.21,0.13,14,0.85,32.8,5
19C,14,0,0.824,11.0,1.69,0.0,14,0.78,23.0,0
27D,0,0,0.236,2.4,1.18,0.0,12,0.75,31.0,0
21G,8,0,1.245,18.3,4.29,0.0,14,0.92,28.2,5
45A,8,0,1.412,18.7,4.17,0.0,11,0.91,37.5,4
19C,10,0,1.103,13.9,3.4,0.0,15,0.78,25.5,4
15G,18,0,0.59,19.7,4.29,0.0,9,0.72,28.5,0
23C,15,1,0.513,5.9,1.35,0.0,16,0.92,26.8,0
29B,1,1,0.39,6.1,1.45,0.1,12,0.7,32.0,0
45A,0,0,0.434,4.6,1.0,0.0,11,0.91,34.0,0
15G,16,0,0.584,6.0,1.84,0.0,14,0.72,28.3,0
70,16,0,0.343,2.7,1.0,0.0,12,0.86,29.6,0
104,12,0,0.757,10.5,3.01,0.0,11,0.8,25.5,0
11D,7,1,0.816,18.7,4.2,0.0,13,0.7,24.7,0
47A,14,1,0.694,5.1,1.87,0.0,15,0.95,35.5,0
M70,18,1,0.538,24.5,4.56,0.0,9,0.6,40.3,0
104,16,0,0.47,3.2,1.02,0.0,14,0.8,22.3,0
23C,0,0,0.2,8.4,2.0,0.0,16,0.92,25.7,0
21C,3,1,0.219,5.3,1.56,0.0,16,0.9,37.3,0
102,0,0,0.298,7.8,1.0,0.19,8,0.65,22.2,0
21G,11,0,1.095,3.7,1.41,0.35,17,0.92,40.9,4
21C,10,0,1.233,8.7,2.84,0.0,13,0.9,23.8,5
21C,10,0,1.048,9.2,2.39,0.0,15,0.9,31.1,4
15G,19,0,0.93,16.7,4.34,0.0,11,0.72,38.9,1
21C,20,0,1.238,16.9,3.6,0.37,16,0.9,31.1,5
45A,18,0,1.457,24.6,4.69,0.1,11,0.91,41.1,4
45A,5,0,0.472,6.3,1.53,0.0,16,0.91,27.4,0
102,0,0,0.2,10.9,1.91,0.0,11,0.65,40.8,0
M70,21,0,0.644,9.2,2.46,0.0,14,0.6,35.9,0
11D,14,1,0.361,11.4,1.95,0.0,15,0.7,25.1,0
21G,1,0,0.2,6.0,1.51,0.0,16,0.92,38.8,0
5C,11,0,0.648,8.1,1.49,0.0,12,0.85,30.0,0
M70,17,0,0.831,20.9,4.29,0.0,11,0.6,39.8,0
45A,5,0,0.2,5.0,1.0,0.0,12,0.91,26.2,0
27D,6,1,0.312,5.0,1.02,0.0,9,0.75,28.8,0
27D,13,0,0.312,6.0,2.11,0.0,13,0.75,29.4,0
70,10,0,1.419,14.5,2.93,0.0,16,0.86,26.3,5
29B,6,0,0.431,7.0,1.82,0.0,10,0.7,30.1,0
11D,21,0,0.981,4.4,1.13,0.0,11,0.7,38.2,2
21G,18,0,1.371,13.5,4.16,0.0,17,0.92,26.8,5
70,9,0,1.088,15.9,3.45,0.0,10,0.86,24.6,3
5C,6,1,0.2,5.1,1.98,0.0,15,0.85,39.4,0
15G,14,1,0.529,5.3,1.52,0.46,14,0.72,28.0,0
5C,8,0,1.187,14.6,4.33,0.0,15,0.85,23.9,5
23C,8,1,1.386,20.1,5.0,0.43,13,0.92,22.9,5
29B,2,0,0.2,7.4,1.45,0.0,9,0.7,31.4,0
12E,23,0,0.682,8.1,1.0,0.0,10,0.88,27.1,0
11D,22,0,0.635,5.3,1.98,0.7,12,0.7,26.6,0
45A,9,0,0.917,19.0,4.34,0.0,12,0.91,36.3,2
15G,16,0,0.502,6.5,1.61,0.22,13,0.72,40.8,0
47A,7,0,1.32,16.4,3.75,0.0,13,0.95,37.0,5
47A,1,1,0.2,9.6,1.94,0.0,14,0.95,42.0,0
45A,11,0,0.649,10.8,2.26,0.0,12,0.91,33.0,0
70,6,1,0.526,5.3,1.35,0.0,16,0.86,36.6,0
32B,16,1,0.2,12.2,1.92,0.0,10,0.68,31.6,0
21C,13,0,1.045,12.6,2.75,0.0,13,0.9,23.5,3
19C,9,0,1.041,17.8,4.88,0.0,12,0.78,40.5,4
M70,3,0,0.2,6.9,1.95,0.0,10,0.6,34.4,0
5C,21,0,1.255,9.4,2.48,0.0,14,0.85,26.6,4
11D,9,1,0.659,18.1,3.42,0.0,10,0.7,22.1,0
11D,8,1,0.791,22.4,4.26,0.0,11,0.7,34.7,0
5C,1,1,0.375,7.2,1.38,0.0,10,0.85,35.2,0
5C,16,0,0.701,7.0,1.18,0.0,11,0.85,39.1,0
23C,10,0,1.272,14.1,3.71,0.0,12,0.92,41.3,4
102,2,0,0.2,4.3,1.5,0.0,13,0.65,33.0,0
21G,11,0,0.659,6.3,1.64,0.0,15,0.92,34.0,0
M70,9,0,0.79,21.7,4.11,0.0,8,0.6,37.8,0
9A,12,1,0.536,11.8,2.71,0.0,13,0.93,35.6,0
12E,4,0,0.436,7.5,1.06,0.0,13,0.88,26.1,0
19C,23,0,0.419,7.7,1.54,0.0,13,0.78,40.0,0
102,5,1,0.2,10.1,1.6,0.0,11,0.65,22.5,0
29C,4,0,0.321,5.8,1.15,0.0,15,0.88,35.2,0
21G,16,1,0.235,2.0,1.51,0.32,16,0.92,34.7,0
M70,20,0,1.142,14.5,3.05,0.0,11,0.6,23.8,3
45A,15,0,0.76,8.5,1.67,0.0,15,0.91,39.4,0
M70,9,0,0.623,19.8,3.68,0.0,9,0.6,34.4,0
27D,14,0,0.701,7.9,1.92,0.0,13,0.75,29.1,0
21G,21,0,0.898,3.7,1.02,0.19,12,0.92,28.6,2
29B,15,1,0.42,5.5,1.47,0.49,11,0.7,22.8,0
47A,23,0,0.897,4.0,1.3,0.0,13,0.95,24.8,0
23C,13,0,0.747,7.3,1.76,0.0,17,0.92,23.7,0
101,7,0,1.138,15.5,3.75,0.0,11,0.85,39.8,5
5C,3,1,0.303,5.9,1.83,0.0,13,0.85,34.4,0
104,18,0,0.911,22.9,4.99,0.0,11,0.8,40.1,2
102,13,1,0.323,8.0,2.12,0.0,13,0.65,25.5,0
11D,1,0,0.53,7.3,1.91,0.0,9,0.7,23.9,0
19C,15,0,0.591,12.7,2.01,0.0,15,0.78,29.0,0
M70,11,1,0.278,10.4,1.89,0.0,12,0.6,38.3,0
32B,2,0,0.2,5.1,1.5,0.0,14,0.68,36.2,0
23C,21,0,1.104,5.2,1.39,0.0,14,0.92,34.0,4
23C,4,0,0.2,8.7,1.58,0.0,11,0.92,22.4,0
101,7,1,0.838,14.5,4.02,0.1,15,0.85,33.4,0
32B,8,0,1.14,17.7,4.1,0.73,12,0.68,23.5,4
19C,15,1,0.414,7.6,1.62,0.0,12,0.78,37.0,0
70,12,0,0.891,12.0,3.35,0.0,14,0.86,38.4,2
70,4,1,0.2,11.2,2.03,0.0,10,0.86,36.6,0
70,3,0,0.2,6.3,1.73,0.0,12,0.86,28.7,0
47A,16,0,0.476,7.1,1.8,0.0,14,0.95,37.1,0
29B,15,1,0.381,4.2,1.81,0.0,11,0.7,33.1,0
104,19,0,0.838,19.2,4.26,0.0,11,0.8,26.4,0
12E,19,1,0.744,22.4,5.0,0.0,12,0.88,39.0,0
5C,23,0,0.503,4.5,1.0,0.0,16,0.85,23.0,0
5C,21,0,1.197,9.2,1.54,0.0,13,0.85,26.7,5
12E,21,0,1.38,9.4,1.85,0.0,12,0.88,28.7,5
45A,11,0,0.546,7.5,1.67,0.0,13,0.91,25.1,0
47A,5,1,0.2,9.2,1.65,0.0,17,0.95,41.3,0
M70,5,0,0.207,11.0,1.92,0.0,10,0.6,41.5,0
12E,19,0,1.097,15.9,4.5,0.0,13,0.88,41.8,4
104,18,0,0.857,16.1,4.29,0.0,15,0.8,32.9,1
M70,0,0,0.2,6.5,1.32,0.0,11,0.6,29.5,0
21G,11,0,0.879,4.9,1.17,0.0,17,0.92,29.1,0
12E,14,1,0.562,5.7,1.9,0.0,14,0.88,38.0,0
45A,1,0,0.373,9.3,2.23,0.0,17,0.91,32.5,0
11D,13,0,0.769,11.8,2.98,0.0,10,0.7,31.8,0
47A,22,0,0.876,3.4,1.0,0.0,12,0.95,26.4,0
102,17,0,0.763,21.3,4.25,0.0,11,0.65,40.0,0
45A,2,0,0.267,5.2,1.0,0.0,13,0.91,29.4,0
32B,15,0,0.547,10.5,1.96,0.0,12,0.68,30.7,0
19C,22,0,0.288,4.8,1.0,0.0,15,0.78,30.9,0
15G,17,0,1.134,19.6,4.7,0.44,9,0.72,31.5,5
19C,9,0,0.994,21.5,4.52,0.0,13,0.78,32.1,1
101,11,0,0.68,7.2,1.69,0.0,14,0.85,32.1,0
27D,22,0,0.364,8.3,1.85,0.0,10,0.75,36.4,0
19C,5,1,0.248,7.9,1.06,0.0,11,0.78,37.8,0
21G,17,0,1.579,20.8,3.71,0.0,11,0.92,25.6,5
5C,19,0,0.938,15.5,4.26,0.0,15,0.85,38.1,1
5C,5,1,0.2,3.7,1.0,0.0,12,0.85,28.5,0
23C,6,1,0.362,2.0,1.25,0.0,11,0.92,41.3,0
29C,22,1,0.2,9.3,1.5,0.0,10,0.88,25.8,0
21G,18,0,1.305,19.6,4.46,0.0,12,0.92,30.2,5
21G,1,0,0.2,6.9,1.4,0.0,16,0.92,35.4,0
29B,11,0,0.389,4.7,1.79,0.0,13,0.7,33.1,0
19C,5,0,0.2,7.1,1.62,0.0,12,0.78,25.0,0
9A,11,0,0.391,4.5,1.48,0.0,17,0.93,34.1,0
104,23,0,0.53,6.6,1.89,0.0,16,0.8,24.8,0
23C,22,0,0.543,5.2,1.4,0.0,15,0.92,30.3,0
27D,9,1,0.494,17.7,4.59,0.0,13,0.75,31.3,0
27D,6,0,0.413,6.4,1.57,0.0,11,0.75,39.7,0
102,2,0,0.2,9.6,1.83,0.0,12,0.65,39.5,0
47A,17,1,1.075,17.9,4.56,0.0,14,0.95,23.8,5
70,17,0,0.92,18.3,4.04,0.0,11,0.86,38.4,0
101,13,0,1.069,14.4,3.2,0.0,11,0.85,25.5,1
47A,13,1,0.686,8.5,1.75,0.0,15,0.95,31.6,0
19C,13,0,0.862,12.6,2.33,0.0,10,0.78,25.8,1
47A,20,1,1.07,17.1,3.77,0.0,11,0.95,37.6,4
102,12,0,0.735,7.4,1.61,0.0,12,0.65,32.9,0
M70,15,0,0.404,14.1,2.09,0.25,10,0.6,39.2,0
32B,23,0,0.479,7.3,1.6,0.0,14,0.68,39.9,0
9A,0,0,0.2,6.0,1.14,0.0,11,0.93,29.4,0
9A,15,1,0.372,9.0,2.2,0.0,15,0.93,40.6,0
29C,12,0,0.994,10.2,2.5,0.0,10,0.88,24.3,1
23C,5,1,0.2,7.4,1.73,0.0,11,0.92,26.9,0
21C,22,1,0.553,8.2,2.24,0.0,13,0.9,36.3,0
29B,12,0,0.82,14.9,3.03,0.0,10,0.7,27.0,0
12E,9,1,0.715,20.5,3.94,0.0,13,0.88,39.5,0
12E,8,0,1.114,20.6,4.84,0.0,11,0.88,23.0,4
101,18,0,1.214,18.8,3.85,0.0,11,0.85,24.9,4
21C,13,0,0.757,9.1,1.92,0.0,16,0.9,31.0,0
21C,17,0,1.002,17.6,4.01,0.0,15,0.9,32.9,2
21C,19,0,1.093,19.5,4.74,0.0,16,0.9,31.7,5
21C,10,0,1.571,11.7,3.43,0.21,15,0.9,40.1,5
12E,19,0,1.267,15.3,3.9,0.25,11,0.88,37.5,5
27D,2,1,0.2,3.8,1.75,0.0,14,0.75,37.5,0
102,7,0,1.076,14.7,3.58,0.17,14,0.65,34.8,5
11D,11,0,0.648,4.6,1.02,0.0,14,0.7,36.2,0
23C,19,0,1.072,15.3,3.44,0.0,14,0.92,23.0,4
M70,13,0,0.391,9.3,2.17,0.0,11,0.6,28.0,0
21G,8,0,1.341,17.8,4.82,0.0,13,0.92,38.3,5
29C,23,0,0.502,14.1,1.99,0.0,10,0.88,26.6,0
21G,22,1,0.588,3.3,1.07,0.0,13,0.92,23.6,0
21C,16,0,0.49,5.2,1.26,0.0,14,0.9,39.0,0
12E,20,1,0.822,11.7,2.89,0.0,12,0.88,34.2,0
47A,10,1,0.776,7.3,2.75,0.12,16,0.95,22.6,0
21C,13,1,0.905,9.5,1.93,0.0,11,0.9,33.0,2
29B,16,1,0.211,8.4,1.26,0.0,13,0.7,31.1,0
11D,13,0,0.359,8.7,2.02,0.0,15,0.7,26.1,0
19C,17,0,1.01,19.8,4.05,0.0,9,0.78,41.8,2
M70,9,1,0.547,16.0,4.47,0.0,13,0.6,23.8,0
101,14,0,1.053,8.6,1.73,0.22,16,0.85,33.6,3
9A,19,0,1.166,18.3,3.93,0.0,16,0.93,35.1,5
29C,5,1,0.291,6.3,1.22,0.0,12,0.88,40.8,0
45A,1,1,0.2,5.7,1.0,0.0,12,0.91,23.1,0
11D,23,0,0.396,5.5,1.81,0.0,14,0.7,22.7,0
70,11,0,0.858,5.0,1.18,0.0,12,0.86,23.1,0
29B,16,1,0.2,6.4,1.15,0.0,10,0.7,39.1,0
15G,7,0,1.167,17.3,3.58,0.0,11,0.72,36.2,4
5C,2,0,0.2,8.6,2.06,0.0,16,0.85,38.1,0
11D,0,0,0.227,11.8,1.74,0.0,9,0.7,33.4,0
9A,16,0,0.451,3.3,1.15,0.0,14,0.93,27.2,0
15G,18,0,0.779,14.5,4.68,0.0,15,0.72,25.1,0
9A,0,1,0.2,6.4,1.59,0.0,14,0.93,31.1,0
102,4,1,0.2,11.5,2.18,0.0,14,0.65,36.1,0
47A,19,0,1.046,17.9,4.47,0.0,15,0.95,40.7,4
27D,9,0,1.016,18.2,4.16,0.1,11,0.75,27.1,1
M70,16,0,0.462,8.9,1.38,0.0,10,0.6,31.1,0
12E,10,1,0.748,10.5,3.24,0.0,13,0.88,33.9,0
70,21,0,1.375,6.8,1.49,0.0,10,0.86,41.1,4
27D,10,1,0.606,20.6,3.57,0.0,12,0.75,24.1,0
27D,19,0,1.172,18.1,4.23,0.0,10,0.75,25.9,4
27D,23,1,0.487,8.4,1.27,0.0,13,0.75,40.0,0
45A,19,1,1.02,13.7,4.43,0.0,13,0.91,27.7,4
9A,5,0,0.372,4.8,1.38,0.0,13,0.93,29.8,0
5C,15,1,0.2,6.6,1.93,0.26,12,0.85,22.8,0
101,19,0,1.015,19.0,4.39,0.0,10,0.85,32.1,3
47A,18,1,0.954,18.7,4.67,0.0,17,0.95,38.3,3
9A,11,0,0.608,7.1,1.67,0.0,14,0.93,34.2,0
5C,17,0,1.183,19.5,4.28,0.0,16,0.85,39.5,5
12E,2,0,0.2,8.0,1.21,0.0,13,0.88,34.4,0
9A,23,1,0.321,4.1,1.17,0.0,15,0.93,25.9,0
21G,16,0,0.781,6.3,1.73,0.0,14,0.92,36.8,0
M70,4,0,0.312,5.2,1.63,0.4,14,0.6,35.2,0
12E,0,1,0.2,2.0,1.0,0.0,16,0.88,24.3,0
21C,2,0,0.2,3.9,1.08,0.0,12,0.9,33.5,0
32B,22,1,0.598,5.7,1.19,0.0,10,0.68,29.1,0
9A,2,1,0.2,2.7,1.04,0.0,14,0.93,23.1,0
27D,8,0,0.839,20.2,4.27,0.0,14,0.75,35.4,0
19C,20,0,0.934,16.4,3.76,0.0,9,0.78,25.9,1
23C,22,0,0.412,6.1,1.78,0.0,15,0.92,25.0,0
9A,6,1,0.579,4.2,1.18,0.0,13,0.93,23.3,0
21G,10,0,1.292,14.9,2.91,0.0,12,0.92,30.6,5
5C,6,1,0.307,5.5,1.0,0.0,14,0.85,32.3,0
45A,9,0,1.446,18.8,4.65,0.0,15,0.91,26.4,5
29C,2,0,0.2,6.9,1.36,0.0,11,0.88,23.1,0
47A,5,0,0.2,3.2,1.05,0.0,13,0.95,31.2,0
15G,6,0,0.474,9.1,2.03,0.0,11,0.72,35.1,0
15G,9,1,0.574,14.8,4.61,0.0,15,0.72,28.5,0
101,7,0,1.342,12.9,3.58,0.0,14,0.85,26.7,4
32B,11,0,0.569,9.6,1.7,0.0,10,0.68,23.7,0
70,20,0,1.253,17.6,4.15,0.0,10,0.86,32.9,4
29C,16,1,0.484,8.1,1.0,0.0,10,0.88,30.7,0
27D,18,1,0.719,17.0,4.3,0.0,14,0.75,35.4,0
70,16,0,0.552,3.3,1.0,0.0,14,0.86,36.3,0
32B,6,0,0.674,7.0,1.86,0.31,11,0.68,35.2,0
23C,12,0,0.743,6.8,2.52,0.0,16,0.92,24.3,0
104,15,0,0.39,5.7,1.92,0.0,15,0.8,23.3,0
104,23,0,0.766,6.7,1.68,0.14,13,0.8,22.3,0
5C,21,0,0.99,10.7,1.77,0.0,14,0.85,26.4,4
104,20,0,1.284,16.2,3.84,0.0,10,0.8,25.3,4
101,14,0,0.521,10.9,2.03,0.0,12,0.85,25.7,0
47A,11,1,0.453,2.0,1.19,0.0,17,0.95,25.8,0
11D,1,0,0.239,9.8,2.27,0.0,14,0.7,28.6,0
70,11,0,0.692,6.8,1.54,0.23,10,0.86,32.3,0
102,12,0,0.528,14.7,2.85,0.0,13,0.65,31.4,0
23C,18,1,1.135,15.0,4.12,0.37,15,0.92,31.1,4
11D,17,0,0.979,17.3,4.1,0.41,15,0.7,30.1,3
32B,12,0,0.599,12.9,3.07,0.0,11,0.68,36.3,0
27D,12,0,0.968,9.9,2.95,0.0,15,0.75,38.9,2
104,14,1,0.571,6.8,1.38,0.1,15,0.8,26.7,0
19C,16,0,0.386,5.8,1.38,0.0,15,0.78,24.7,0
M70,2,1,0.406,4.2,1.0,0.0,8,0.6,41.1,0
102,23,1,0.235,6.9,1.66,0.0,10,0.65,24.8,0
M70,12,0,0.483,15.0,2.86,0.0,12,0.6,22.6,0
9A,2,0,0.339,11.1,2.19,0.0,11,0.93,27.9,0
70,20,0,1.113,10.3,2.8,0.0,13,0.86,25.2,5
29C,12,1,0.535,11.4,2.74,0.0,13,0.88,37.6,0
19C,22,0,0.456,2.0,1.13,0.0,15,0.78,22.2,0
45A,16,0,0.667,6.3,1.45,0.5,15,0.91,41.0,0
47A,14,0,0.745,5.2,1.49,0.0,14,0.95,26.2,0
12E,14,0,0.875,8.5,1.63,0.0,15,0.88,27.9,0
32B,2,1,0.2,12.0,2.35,0.0,9,0.68,29.6,0
23C,3,0,0.282,7.8,2.06,0.0,13,0.92,38.9,0
11D,2,1,0.285,5.3,1.72,0.0,13,0.7,32.8,0
29B,19,0,1.318,21.0,4.18,0.0,9,0.7,42.0,5
101,18,1,0.853,18.3,4.57,0.0,15,0.85,41.3,0
102,6,1,0.22,5.7,1.0,0.0,13,0.65,41.3,0
29B,20,1,0.488,17.3,3.46,0.0,11,0.7,32.3,0
32B,6,0,0.582,9.3,1.96,0.15,13,0.68,32.7,0
29B,10,0,0.948,16.8,3.62,0.0,11,0.7,41.7,0
32B,9,0,0.995,18.8,4.15,0.0,13,0.68,33.6,2
21G,5,0,0.2,5.8,1.45,0.0,17,0.92,30.9,0
21G,3,1,0.2,8.4,1.8,0.0,16,0.92,32.1,0
70,19,1,1.129,15.2,4.54,0.1,13,0.86,24.7,5
9A,5,0,0.447,8.7,1.69,0.0,15,0.93,22.4,0
29C,12,0,0.77,12.1,2.81,0.0,10,0.88,37.9,0
29C,4,1,0.376,5.2,1.07,0.45,14,0.88,35.0,0
27D,0,0,0.239,8.8,1.36,0.17,10,0.75,39.5,0
15G,7,0,0.786,16.8,3.93,0.0,10,0.72,38.4,0
M70,10,0,0.833,14.2,3.27,0.0,11,0.6,30.5,0
9A,11,1,0.618,9.2,1.89,0.0,14,0.93,34.4,0
9A,8,1,1.018,21.7,4.63,0.33,11,0.93,22.3,3
45A,7,1,1.103,14.6,3.43,0.21,13,0.91,22.6,5
27D,23,0,0.292,6.2,1.44,0.0,11,0.75,30.1,0
47A,21,1,1.021,5.8,1.52,0.0,12,0.95,23.9,4
27D,5,0,0.2,11.0,1.73,0.0,13,0.75,28.6,0
15G,7,1,0.616,12.5,3.31,0.0,14,0.72,30.2,0
45A,5,0,0.241,7.3,1.0,0.0,14,0.91,38.4,0
32B,11,0,0.537,6.3,1.34,0.0,12,0.68,30.8,0
45A,3,1,0.2,6.6,1.33,0.0,11,0.91,29.1,0
11D,6,0,0.519,6.6,2.28,0.16,15,0.7,37.1,0
101,22,1,0.359,8.5,1.46,0.0,13,0.85,40.0,0
12E,17,1,0.986,21.2,3.7,0.39,12,0.88,41.4,4
11D,21,0,0.794,8.9,1.52,0.0,10,0.7,24.8,0
27D,5,0,0.2,4.9,1.9,0.0,14,0.75,31.6,0
29B,7,0,1.05,17.7,4.26,0.0,15,0.7,32.0,4
101,10,1,0.745,10.1,3.02,0.0,12,0.85,35.2,0
45A,1,1,0.2,5.6,1.48,0.0,17,0.91,39.0,0
12E,11,0,0.554,6.5,1.88,0.0,15,0.88,23.3,0
21G,2,0,0.291,5.7,1.34,0.0,17,0.92,36.4,0
15G,3,0,0.2,4.1,1.27,0.0,14,0.72,31.6,0
29C,17,0,1.239,24.5,4.14,0.0,11,0.88,27.3,5
45A,10,0,1.019,11.3,3.76,0.0,17,0.91,36.1,4
5C,11,0,0.713,7.3,1.64,0.34,14,0.85,38.9,0
29C,7,0,0.955,17.6,4.08,0.0,12,0.88,35.2,3
M70,15,0,0.2,9.0,1.33,0.0,9,0.6,30.8,0
19C,14,0,0.785,6.3,1.45,0.0,11,0.78,40.5,0
5C,19,0,1.131,16.5,4.36,0.0,14,0.85,27.7,5
45A,15,0,0.291,6.8,1.11,0.0,14,0.91,31.2,0
70,13,0,1.125,7.2,2.31,0.0,12,0.86,31.3,2
15G,5,0,0.218,6.2,1.0,0.0,14,0.72,38.8,0
5C,8,1,0.82,16.9,4.63,0.0,12,0.85,34.5,0
102,8,0,1.01,26.4,5.0,0.0,9,0.65,24.5,1
70,9,1,0.939,20.5,5.0,0.0,15,0.86,35.4,2
29C,14,0,0.751,7.4,2.26,0.0,16,0.88,26.4,0
102,6,0,0.33,12.0,1.78,0.0,8,0.65,40.0,0
32B,6,0,0.3,8.4,1.83,0.0,12,0.68,36.3,0
27D,6,1,0.458,9.7,1.69,0.18,14,0.75,33.2,0
32B,9,1,0.706,9.6,3.13,0.0,12,0.68,25.4,0
45A,3,0,0.229,11.1,2.1,0.16,15,0.91,32.7,0
5C,8,0,1.151,15.1,4.41,0.1,15,0.85,31.9,5
19C,15,0,0.314,8.3,1.28,0.0,12,0.78,36.7,0
19C,18,0,1.237,20.6,4.55,0.0,11,0.78,30.1,4
15G,5,0,0.25,6.4,1.37,0.0,11,0.72,41.9,0
45A,23,0,0.508,3.2,1.11,0.27,14,0.91,38.7,0
29C,23,0,0.315,5.5,1.0,0.0,13,0.88,34.0,0
27D,0,1,0.2,6.1,1.47,0.0,15,0.75,26.7,0
9A,15,0,0.354,11.4,1.5,0.0,15,0.93,28.6,0
21C,13,1,0.644,5.7,2.27,0.0,17,0.9,29.2,0
M70,19,0,0.908,19.3,4.38,0.0,12,0.6,22.5,1
15G,10,0,0.847,14.8,3.66,0.11,15,0.72,27.7,0
27D,8,1,0.7,18.5,4.84,0.0,15,0.75,24.7,0
29C,16,0,0.49,9.0,1.97,0.0,15,0.88,25.3,0
